Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance_%,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Lab_Score,Extra_Credit,Study_Hours_Per_Week,Total_Score,Grade
S3630,Sofia,Martinez,student2630@university.edu,Male,25,Engineering,73.92,76.63,77.15,68.64,88.17,86.83,52.3,44.4,5.31,7.1,73.207,C
S3631,Priya,Davis,student2631@university.edu,Female,19,Mathematics,92.75,61.82,59.64,90.8,74.3,37.6,49.17,62.04,4.25,19.1,64.296,D
S3632,Maria,Walker,student2632@university.edu,Male,19,Engineering,94.71,41.46,88.7,47.57,74.61,68.38,28.95,61.38,8.65,10.4,60.9545,D
S3633,Omar,Robinson,student2633@university.edu,Female,24,CS,65.93,38.17,73.98,90.74,66.16,80.76,81.69,81.36,6.52,16.7,68.2385,D
S3634,Noah,Martinez,student2634@university.edu,Male,22,Business,89.25,63.42,63.69,89.49,46.66,13.06,82.45,89.21,4.68,18.6,66.41,D
S3635,Liam,White,student2635@university.edu,Male,19,Business,68.43,49.75,73.24,42.15,89.84,65.88,66.07,67.68,4.58,7.2,63.001,D
S3636,David,Harris,student2636@university.edu,Male,25,Business,97.49,48.7,82.24,56.15,60.2,40.31,70.22,63.14,9.42,18.9,63.484,D
S3637,Noah,Wilson,student2637@university.edu,Male,23,Business,98.58,30.23,93.33,60.04,99.98,90.86,95.68,84.62,6.86,4.1,72.9025,C
S3638,Lucas,Davis,student2638@university.edu,Male,25,CS,78.59,77.06,91.65,69.88,96.81,59.98,99.19,88.9,8.63,15.0,84.286,B
S3639,Noah,Harris,student2639@university.edu,Male,21,CS,96.26,86.77,67.82,87.28,51.24,51.82,71.32,51.44,5.41,13.2,72.5495,C
S3640,Ravi,Thomas,student2640@university.edu,Male,23,Mathematics,52.83,63.74,88.17,88.12,65.94,30.15,54.62,84.67,6.81,5.9,73.401,C
S3641,Priya,Martinez,student2641@university.edu,Male,24,Business,78.21,34.52,37.82,51.58,80.82,62.37,11.95,88.54,4.71,4.3,44.5355,F
S3642,Ravi,Johnson,student2642@university.edu,Female,18,Mathematics,69.41,35.18,59.9,68.59,43.72,66.24,22.77,33.74,6.7,1.4,48.7015,F
S3643,Ahmed,Wilson,student2643@university.edu,Male,22,Mathematics,57.07,96.29,63.62,53.9,89.87,48.9,87.44,42.29,7.8,12.8,73.534,C
S3644,John,Clark,student2644@university.edu,Male,19,CS,83.64,74.71,93.53,76.79,47.08,72.48,61.51,51.04,9.01,1.7,75.29,C
S3645,Ahmed,Smith,student2645@university.edu,Male,25,Mathematics,63.16,94.04,71.31,45.75,44.93,23.06,82.87,87.85,5.63,18.2,70.091,C
S3646,Maria,White,student2646@university.edu,Female,24,CS,82.32,47.77,45.18,96.85,57.4,27.0,70.81,80.47,3.57,17.4,58.2185,F
S3647,James,Johnson,student2647@university.edu,Female,24,Engineering,73.7,63.55,51.45,72.99,86.68,14.83,31.93,87.14,7.31,17.6,59.2305,F
S3648,Lucas,Davis,student2648@university.edu,Male,25,Engineering,90.7,58.07,55.04,96.93,59.8,27.81,48.21,73.22,1.46,17.4,61.4215,D
S3649,James,Robinson,student2649@university.edu,Male,25,Engineering,69.73,69.08,62.3,82.44,75.35,31.65,55.92,76.62,5.69,6.1,66.8665,D
S3650,Ravi,Jones,student2650@university.edu,Male,24,CS,58.29,64.13,48.0,87.31,63.01,65.49,14.68,31.26,3.79,17.6,56.1355,F
S3651,Emma,Walker,student2651@university.edu,Female,24,Business,59.13,82.45,37.02,59.0,53.22,69.91,14.52,31.28,0.2,2.5,52.402,F
S3652,Omar,Garcia,student2652@university.edu,Male,19,Engineering,79.76,86.31,47.45,81.31,67.38,98.95,26.2,55.51,5.29,2.9,65.09,D
S3653,Ravi,Harris,student2653@university.edu,Male,23,Business,51.5,70.77,55.9,94.16,79.7,12.73,20.24,52.63,3.02,8.5,61.8485,D
S3654,Ali,Jones,student2654@university.edu,Male,25,Mathematics,84.72,80.67,80.11,99.23,81.58,34.77,27.15,93.36,4.51,8.9,76.3645,C
S3655,Omar,Martinez,student2655@university.edu,Male,18,Engineering,97.19,79.4,79.01,99.86,98.52,29.18,29.18,88.37,4.81,13.0,77.1795,C
S3656,Maria,Jones,student2656@university.edu,Male,19,Business,78.28,58.96,35.37,87.93,73.1,86.76,92.74,41.15,7.26,18.0,61.52,D
S3657,Omar,Williams,student2657@university.edu,Female,19,Engineering,76.21,53.42,89.25,75.61,95.59,14.77,92.4,51.92,0.85,19.1,73.605,C
S3658,Ali,Jackson,student2658@university.edu,Male,22,CS,54.17,88.1,79.79,41.86,87.17,96.12,40.51,35.8,3.16,5.6,71.605,C
S3659,Ahmed,Smith,student2659@university.edu,Female,24,Mathematics,91.53,40.58,58.44,86.83,87.93,73.25,34.66,94.89,7.57,19.9,61.3675,D
S3660,Ravi,Martin,student2660@university.edu,Female,18,Business,62.83,65.17,92.37,62.56,59.01,41.49,85.37,41.84,3.1,17.4,71.992,C
S3661,Maria,Harris,student2661@university.edu,Female,24,Mathematics,89.02,83.21,53.63,55.47,46.35,56.64,54.88,64.93,7.93,6.7,61.4135,D
S3662,Ethan,Smith,student2662@university.edu,Female,18,Business,98.23,31.47,35.29,69.95,87.14,39.73,91.94,32.94,1.7,10.3,50.4885,F
S3663,Ethan,Harris,student2663@university.edu,Female,18,Business,63.54,50.28,93.16,94.37,56.74,22.37,97.56,48.24,1.45,8.7,73.634,C
S3664,Omar,Robinson,student2664@university.edu,Male,23,Mathematics,53.24,87.34,45.91,80.14,79.48,98.15,89.38,58.75,2.52,12.7,72.36,C
S3665,Zara,Brown,student2665@university.edu,Female,20,Business,53.14,80.79,76.57,46.98,48.99,91.59,10.5,98.31,6.59,2.5,65.6595,D
S3666,Omar,Brown,student2666@university.edu,Female,19,Business,61.0,55.2,63.07,80.3,53.54,77.34,80.81,57.4,7.37,14.0,64.938,D
S3667,Aisha,Anderson,student2667@university.edu,Male,25,Mathematics,66.12,32.05,64.6,40.83,81.27,88.36,41.31,97.31,7.1,11.2,55.0585,F
S3668,Omar,Williams,student2668@university.edu,Female,25,Business,58.95,49.88,55.74,67.39,46.16,66.26,92.89,63.76,0.46,9.1,59.7065,F
S3669,Liam,Jones,student2669@university.edu,Male,20,Engineering,64.97,90.49,48.13,40.64,78.11,81.6,19.97,41.09,9.52,15.2,59.1,F
S3670,Ravi,Martinez,student2670@university.edu,Male,21,CS,97.69,62.47,98.11,87.11,43.26,57.15,61.86,41.94,7.7,7.6,73.5835,C
S3671,Nora,Anderson,student2671@university.edu,Female,25,CS,79.54,89.32,99.23,72.37,45.44,70.41,24.87,82.87,7.98,2.2,77.6495,C
S3672,Sara,Martin,student2672@university.edu,Male,18,Mathematics,57.44,64.36,76.07,87.53,90.99,88.75,25.16,33.31,6.54,14.6,69.7585,D
S3673,Zara,Brown,student2673@university.edu,Male,23,Business,80.95,91.95,73.59,59.08,63.49,90.91,77.79,60.49,4.13,19.7,75.6245,C
S3674,Fatima,White,student2674@university.edu,Female,21,CS,92.79,33.8,84.64,54.61,91.7,56.21,26.92,40.1,0.61,3.8,58.711,F
S3675,Aisha,Anderson,student2675@university.edu,Female,18,Mathematics,69.36,48.78,72.88,73.55,95.89,83.74,84.01,93.42,8.62,10.5,71.9395,C
S3676,John,Clark,student2676@university.edu,Male,22,Mathematics,87.73,98.76,74.78,66.22,59.36,36.36,35.85,97.21,9.62,17.2,73.2565,C
S3677,Nora,Taylor,student2677@university.edu,Male,18,Business,71.53,45.76,86.84,90.19,82.87,10.12,58.03,78.74,9.52,10.4,69.5535,D
S3678,Maria,Harris,student2678@university.edu,Female,21,CS,68.65,85.78,49.92,68.05,76.64,14.58,84.73,52.04,5.54,5.6,66.0965,D
S3679,Priya,Martinez,student2679@university.edu,Male,20,CS,82.74,70.39,41.19,67.33,55.77,20.22,26.93,77.99,7.68,7.1,53.2345,F
S3680,Maria,Smith,student2680@university.edu,Female,25,Business,64.94,44.68,67.95,86.49,72.52,26.2,37.67,56.8,5.11,10.5,59.6975,F
S3681,Omar,Garcia,student2681@university.edu,Male,23,Business,61.18,30.92,78.54,97.72,61.64,38.76,43.28,33.93,1.89,4.0,60.0765,D
S3682,Zara,Jones,student2682@university.edu,Male,25,CS,83.62,98.62,54.19,83.17,47.33,98.5,66.01,78.41,8.77,13.1,73.567,C
S3683,Ahmed,Robinson,student2683@university.edu,Male,23,Mathematics,91.09,37.13,31.54,82.79,89.49,54.34,66.88,32.92,2.75,19.6,51.163,F
S3684,Ahmed,Jackson,student2684@university.edu,Female,21,Engineering,90.11,40.78,58.5,77.5,87.08,44.44,61.46,94.22,2.65,5.3,61.157,D
S3685,Zara,Walker,student2685@university.edu,Male,18,Engineering,83.72,42.47,44.26,42.91,98.73,43.03,27.88,86.78,4.39,3.8,49.4835,F
S3686,John,Wilson,student2686@university.edu,Female,21,Business,80.78,39.58,51.91,99.31,44.17,29.96,48.72,70.5,8.7,9.2,54.6765,F
S3687,Sara,Martin,student2687@university.edu,Female,21,Mathematics,82.89,93.08,97.81,81.58,75.77,81.3,43.55,59.45,7.61,8.0,83.8195,B
S3688,Ethan,Lewis,student2688@university.edu,Female,19,Business,69.07,46.29,75.72,98.73,72.05,65.56,62.1,91.42,7.81,5.6,70.362,C
S3689,Maria,Davis,student2689@university.edu,Male,18,Business,57.78,87.73,46.85,53.32,71.09,66.82,31.54,76.3,3.87,15.6,61.4045,D
S3690,Aisha,Williams,student2690@university.edu,Male,25,Mathematics,62.93,31.7,51.72,86.49,72.78,49.2,44.16,66.06,4.67,16.4,53.8715,F
S3691,Liam,Harris,student2691@university.edu,Male,20,CS,65.72,81.36,72.42,97.14,52.15,55.31,42.12,97.97,4.86,11.1,73.728,C
S3692,Ethan,Robinson,student2692@university.edu,Male,21,Engineering,94.15,33.02,62.23,45.6,87.83,62.27,25.28,62.49,0.5,14.1,51.313,F
S3693,David,Smith,student2693@university.edu,Female,20,Mathematics,50.16,65.49,73.77,87.76,89.77,47.26,26.93,62.23,9.35,14.0,68.812,D
S3694,Sofia,Jones,student2694@university.edu,Female,24,Mathematics,50.69,84.25,92.91,91.21,70.25,91.73,15.7,93.48,4.86,1.9,80.4725,B
S3695,Emma,White,student2695@university.edu,Male,22,CS,66.13,95.02,59.56,86.57,80.66,63.71,24.11,49.98,6.66,12.6,70.77,C
S3696,Zara,Walker,student2696@university.edu,Female,18,Engineering,56.17,69.03,67.18,55.86,83.49,65.6,92.27,54.2,7.25,5.9,69.3565,D
S3697,Sofia,Garcia,student2697@university.edu,Male,22,Engineering,59.62,59.15,85.71,72.35,95.08,51.21,76.26,39.48,0.6,2.9,73.0215,C
S3698,Ahmed,Robinson,student2698@university.edu,Male,24,CS,87.38,59.05,33.93,95.31,76.35,62.02,67.19,51.26,6.4,11.1,59.256,F
S3699,Ethan,Williams,student2699@university.edu,Male,25,Engineering,96.12,74.97,53.41,95.32,54.47,19.62,47.64,91.38,5.26,10.4,64.8245,D
S3700,James,Jones,student2700@university.edu,Female,23,CS,77.03,74.56,46.45,84.04,52.02,17.0,83.67,98.12,1.19,10.1,64.506,D
S3701,Aisha,Harris,student2701@university.edu,Male,22,CS,79.71,49.29,80.58,54.78,90.1,54.71,59.02,61.47,7.22,1.7,65.4345,D
S3702,Ravi,Martinez,student2702@university.edu,Female,24,Engineering,51.6,51.62,30.98,94.63,71.25,74.35,46.09,92.78,7.64,7.3,56.484,F
S3703,Zara,Thomas,student2703@university.edu,Female,24,Engineering,55.84,73.01,64.0,79.73,90.55,40.87,21.27,93.21,6.64,6.7,67.298,D
S3704,Priya,Jackson,student2704@university.edu,Female,24,CS,58.73,42.51,72.5,99.64,49.72,98.44,47.8,73.11,0.44,13.7,65.653,D
S3705,John,Jackson,student2705@university.edu,Female,19,Engineering,75.84,60.68,94.69,54.0,64.43,58.38,29.68,46.56,1.35,4.9,66.335,D
S3706,Ethan,Walker,student2706@university.edu,Female,20,Engineering,67.91,91.68,59.62,70.06,65.28,60.67,90.41,98.81,0.6,7.8,74.858,C
S3707,David,Martinez,student2707@university.edu,Female,18,Business,60.04,75.63,35.54,58.32,86.32,24.48,23.11,46.23,3.66,13.3,52.796,F
S3708,Maria,Brown,student2708@university.edu,Male,20,CS,70.63,49.98,57.33,89.68,75.13,49.05,35.63,84.82,5.67,17.3,60.9155,D
S3709,Omar,Brown,student2709@university.edu,Male,24,CS,67.78,76.62,91.11,58.53,96.57,94.19,32.38,33.83,4.75,10.9,74.5635,C
S3710,Priya,Harris,student2710@university.edu,Male,25,Business,93.11,75.56,40.94,89.34,94.68,38.33,83.92,39.14,6.65,11.4,66.3065,D
S3711,Sofia,Garcia,student2711@university.edu,Male,18,CS,88.69,43.88,37.63,99.51,62.41,79.67,45.99,92.06,0.46,9.5,56.612,F
S3712,Ethan,Harris,student2712@university.edu,Male,19,CS,54.66,76.83,47.7,78.36,61.46,95.54,46.64,42.33,9.79,19.9,62.975,D
S3713,Priya,Taylor,student2713@university.edu,Female,22,CS,66.92,94.23,77.16,94.87,43.65,38.79,27.32,64.94,4.9,17.1,73.2195,C
S3714,Ahmed,Jones,student2714@university.edu,Female,18,Engineering,75.42,79.08,91.41,51.53,90.31,91.29,59.45,80.48,3.43,12.4,78.487,C
S3715,Ethan,Martinez,student2715@university.edu,Female,20,Mathematics,63.02,34.88,54.1,59.39,97.74,96.8,76.4,88.84,1.65,5.3,60.5545,D
S3716,John,Harris,student2716@university.edu,Female,21,Mathematics,95.51,47.23,97.63,48.03,97.57,51.22,35.13,75.04,2.87,5.3,67.884,D
S3717,Liam,Lewis,student2717@university.edu,Female,23,CS,76.27,96.41,94.06,81.59,83.89,89.03,14.84,99.8,8.98,18.9,83.8735,B
S3718,Liam,Anderson,student2718@university.edu,Female,22,CS,57.52,90.75,81.71,70.6,79.69,36.62,60.66,30.71,4.51,18.1,75.192,C
S3719,Ahmed,Williams,student2719@university.edu,Male,25,Business,64.58,42.16,65.55,74.74,54.86,44.13,33.37,38.48,5.03,9.0,54.3695,F
S3720,Sofia,White,student2720@university.edu,Female,18,Engineering,64.21,71.45,30.12,78.6,68.17,61.57,17.97,83.69,8.29,15.1,54.5655,F
S3721,Ali,Anderson,student2721@university.edu,Female,24,Business,98.06,75.55,99.57,53.38,52.27,33.87,15.03,90.84,6.92,10.8,69.731,D
S3722,Omar,Martin,student2722@university.edu,Male,19,Engineering,79.55,72.72,50.47,59.36,66.99,77.46,69.02,48.86,3.26,1.4,62.142,D
S3723,Lucas,Wilson,student2723@university.edu,Male,20,Engineering,53.67,37.05,35.0,63.61,78.24,18.52,69.4,35.51,2.56,15.6,46.7695,F
S3724,Ethan,Robinson,student2724@university.edu,Male,25,CS,52.59,34.08,89.9,66.64,77.3,95.23,74.94,74.69,9.33,8.3,69.206,D
S3725,Sara,Johnson,student2725@university.edu,Female,24,Engineering,96.58,79.97,91.15,92.64,52.13,48.47,50.77,30.23,7.69,12.5,75.4585,C
S3726,Maria,Anderson,student2726@university.edu,Female,18,CS,75.67,99.91,81.97,78.45,66.46,93.21,54.89,76.45,1.63,19.4,81.954,B
S3727,Sara,Walker,student2727@university.edu,Female,21,CS,78.29,37.62,66.34,61.72,56.06,87.97,82.58,68.17,2.25,10.6,60.236,D
S3728,David,Garcia,student2728@university.edu,Male,20,CS,90.43,81.97,31.25,65.16,95.08,19.42,64.29,70.41,1.66,18.6,60.07,D
S3729,Zara,Clark,student2729@university.edu,Female,19,Business,82.14,81.42,43.51,52.29,98.56,50.14,94.67,45.94,7.93,5.1,65.3785,D
S3730,James,Martinez,student2730@university.edu,Female,24,Mathematics,80.81,59.61,36.63,67.89,61.65,14.55,20.13,31.43,0.2,1.8,46.552,F
S3731,Lucas,Robinson,student2731@university.edu,Female,22,Business,94.39,87.52,76.92,85.32,92.67,15.08,10.45,38.44,1.25,7.2,70.742,C
S3732,Sofia,Brown,student2732@university.edu,Female,21,Mathematics,80.7,30.2,93.02,93.23,90.08,44.48,63.83,41.94,5.56,13.0,69.1525,D
S3733,Emma,Martinez,student2733@university.edu,Female,24,Engineering,58.95,93.76,77.34,68.54,51.67,16.9,89.36,41.45,2.6,16.1,73.9435,C
S3734,Ethan,Martinez,student2734@university.edu,Male,18,CS,66.26,72.18,81.3,58.63,79.06,32.6,64.78,86.64,7.99,12.3,71.5755,C
S3735,Nora,Harris,student2735@university.edu,Female,23,CS,58.79,48.39,44.18,56.68,97.95,95.31,74.49,39.88,4.93,18.9,57.857,F
S3736,Ahmed,White,student2736@university.edu,Female,21,CS,76.4,30.39,61.13,59.23,46.59,58.75,41.46,75.24,1.19,1.6,50.3255,F
S3737,Sara,Jones,student2737@university.edu,Female,25,Engineering,99.86,63.38,70.53,56.43,89.72,43.6,48.67,93.83,6.19,16.3,66.179,D
S3738,Zara,Harris,student2738@university.edu,Male,19,Business,52.73,48.92,49.05,40.09,44.87,98.85,45.3,56.04,4.54,14.2,49.72,F
S3739,Zara,White,student2739@university.edu,Female,24,Business,87.3,91.77,80.76,75.28,68.6,97.67,17.52,34.11,0.03,10.9,73.6635,C
S3740,Ravi,Williams,student2740@university.edu,Male,21,Engineering,52.73,84.84,92.38,65.57,82.16,20.56,73.27,74.55,8.64,16.9,79.058,C
S3741,Fatima,Jackson,student2741@university.edu,Male,25,Engineering,91.82,85.34,52.54,86.56,92.42,24.84,63.68,96.57,7.09,2.3,71.7615,C
S3742,Noah,Davis,student2742@university.edu,Male,18,CS,55.57,90.74,63.53,91.52,43.03,45.83,45.76,33.82,4.33,17.5,68.3335,D
S3743,Maria,Jackson,student2743@university.edu,Male,22,Mathematics,55.98,75.98,70.19,91.29,68.16,64.79,70.73,37.27,5.75,6.4,72.7375,C
S3744,Zara,Brown,student2744@university.edu,Female,18,CS,63.56,59.41,34.85,48.92,76.31,93.71,29.71,65.92,7.51,11.3,51.229,F
S3745,James,Martinez,student2745@university.edu,Female,20,Business,88.88,61.87,73.52,99.17,84.45,58.41,48.77,42.39,9.87,18.5,70.761,C
S3746,Emma,Taylor,student2746@university.edu,Male,18,CS,53.24,52.71,64.17,59.98,99.28,11.44,83.12,43.61,7.61,18.9,62.418,D
S3747,Fatima,Garcia,student2747@university.edu,Male,19,Mathematics,91.76,56.73,83.53,71.31,43.97,11.6,24.34,67.43,9.47,15.3,60.7205,D
S3748,Fatima,Thomas,student2748@university.edu,Male,21,CS,53.99,85.45,33.92,56.71,78.39,69.75,80.44,76.25,3.74,11.8,63.228,D
S3749,Ali,Martinez,student2749@university.edu,Male,21,Mathematics,94.1,88.08,34.39,46.37,83.63,73.82,44.31,70.62,0.23,6.2,59.3085,F
S3750,Zara,Walker,student2750@university.edu,Male,22,CS,86.68,49.7,48.32,86.2,80.94,59.17,39.57,72.34,2.23,5.8,58.4775,F
S3751,Liam,Martinez,student2751@university.edu,Male,19,Engineering,71.7,88.93,71.76,41.27,70.03,99.41,96.15,33.5,4.23,18.5,73.2145,C
S3752,Ahmed,Thomas,student2752@university.edu,Female,19,CS,94.82,59.86,80.58,45.76,68.61,51.99,23.69,72.65,1.63,1.0,61.465,D
S3753,Lucas,Brown,student2753@university.edu,Male,23,Business,77.72,49.61,77.48,55.3,78.85,53.61,71.57,98.25,3.22,10.2,66.5765,D
S3754,James,Williams,student2754@university.edu,Male,21,Mathematics,59.86,55.59,82.25,71.2,64.82,50.26,63.05,72.62,1.78,3.9,68.1835,D
S3755,James,Walker,student2755@university.edu,Female,25,CS,63.2,97.18,72.7,75.39,90.57,87.75,93.9,42.68,3.63,12.4,82.382,B
S3756,Maria,Jones,student2756@university.edu,Male,20,CS,61.62,48.37,73.59,48.03,48.7,92.74,53.77,83.19,0.55,7.2,60.4175,D
S3757,James,Johnson,student2757@university.edu,Female,20,Engineering,80.85,82.05,81.9,55.84,81.65,33.05,80.91,36.4,5.23,1.1,73.187,C
S3758,John,Jackson,student2758@university.edu,Female,25,CS,80.1,84.51,77.05,62.24,98.44,28.96,59.11,92.5,9.83,16.3,75.4065,C
S3759,Ali,Johnson,student2759@university.edu,Male,25,Business,50.7,83.07,72.69,54.53,67.77,90.75,83.42,40.48,9.81,5.2,72.4345,C
S3760,Priya,Taylor,student2760@university.edu,Female,20,Mathematics,86.94,69.83,85.84,68.95,74.57,48.92,94.88,41.6,0.06,4.7,75.023,C
S3761,Ali,White,student2761@university.edu,Male,18,CS,85.47,89.97,52.8,59.56,71.39,99.91,37.43,66.3,6.13,6.6,66.459,D
S3762,Lucas,Clark,student2762@university.edu,Male,24,Engineering,68.27,54.31,60.85,50.78,51.36,75.93,50.66,83.63,8.77,4.0,57.6295,F
S3763,David,Robinson,student2763@university.edu,Female,21,CS,50.97,34.23,54.64,47.98,80.59,47.63,78.02,95.6,6.64,19.5,55.169,F
S3764,Zara,White,student2764@university.edu,Male,19,Mathematics,68.5,89.51,74.51,66.95,41.47,79.79,85.2,83.69,8.29,17.6,75.614,C
S3765,Zara,Martinez,student2765@university.edu,Female,24,CS,60.58,64.13,46.55,66.37,75.41,58.34,10.71,32.17,8.09,19.5,53.0905,F
S3766,Aisha,Taylor,student2766@university.edu,Male,19,Engineering,85.22,75.83,84.36,99.07,92.13,45.13,84.49,61.7,7.48,17.1,82.1295,B
S3767,Lucas,Harris,student2767@university.edu,Female,22,Business,55.69,73.84,94.87,49.28,50.14,11.08,96.82,75.98,7.85,15.7,73.362,C
S3768,Priya,Anderson,student2768@university.edu,Male,24,Mathematics,60.48,33.98,35.26,80.67,96.56,13.99,75.6,69.92,7.97,4.8,52.585,F
S3769,Ravi,Anderson,student2769@university.edu,Female,19,Mathematics,97.56,76.06,67.05,71.12,49.12,22.68,44.3,98.21,5.16,14.9,65.1845,D
S3770,Omar,Thomas,student2770@university.edu,Male,25,Business,85.05,85.65,37.41,43.43,65.29,27.16,11.12,56.36,3.33,19.1,50.967,F
S3771,Noah,Johnson,student2771@university.edu,Female,18,CS,80.68,35.13,45.0,50.09,71.72,65.3,70.76,87.61,6.77,18.9,51.6895,F
S3772,Sofia,Robinson,student2772@university.edu,Female,18,Mathematics,54.59,92.71,62.23,56.94,84.67,92.27,28.39,58.02,2.44,19.5,69.208,D
S3773,Sofia,Williams,student2773@university.edu,Female,22,Business,89.1,49.04,86.16,69.28,86.77,85.64,25.64,90.12,7.14,10.4,68.529,D
S3774,Lucas,Martin,student2774@university.edu,Male,21,Mathematics,85.76,35.31,94.56,43.29,58.27,56.12,36.73,46.85,7.71,19.7,58.3375,F
S3775,Nora,Martinez,student2775@university.edu,Female,24,Business,58.83,68.87,68.93,97.65,43.94,57.3,77.22,49.55,1.66,2.7,70.0025,C
S3776,Ali,Smith,student2776@university.edu,Male,20,CS,67.84,78.42,51.64,40.44,43.44,71.74,19.62,35.05,5.28,9.5,52.8085,F
S3777,Omar,Thomas,student2777@university.edu,Male,21,Engineering,74.7,52.03,68.11,45.51,44.76,38.57,83.07,31.69,2.19,17.3,56.563,F
S3778,John,Harris,student2778@university.edu,Female,20,CS,58.37,57.74,68.73,73.99,40.58,40.97,18.72,32.98,9.74,16.7,55.78,F
S3779,Zara,Walker,student2779@university.edu,Male,23,Mathematics,61.28,90.72,41.89,51.7,79.14,16.76,69.63,96.85,1.77,17.2,63.5595,D
S3780,Ethan,Jones,student2780@university.edu,Female,18,Mathematics,93.28,82.89,57.17,63.25,91.92,31.26,46.27,95.5,4.95,18.0,67.518,D
S3781,Emma,Brown,student2781@university.edu,Female,23,Mathematics,84.81,70.0,68.6,66.03,90.55,28.42,71.67,91.95,2.29,19.3,70.225,C
S3782,David,Williams,student2782@university.edu,Male,24,Engineering,71.06,52.78,34.78,58.74,90.01,34.49,94.45,63.97,0.35,18.0,55.809,F
S3783,Ahmed,Jackson,student2783@university.edu,Male,21,Engineering,82.88,32.05,57.71,52.18,91.9,94.08,85.14,87.89,1.5,19.5,59.955,F
S3784,Lucas,Thomas,student2784@university.edu,Male,21,Business,78.35,77.62,59.04,54.33,73.81,30.01,44.55,76.27,5.17,19.1,62.4165,D
S3785,Lucas,Anderson,student2785@university.edu,Male,21,Mathematics,79.4,91.15,31.36,40.7,87.72,36.86,45.27,77.72,4.88,1.8,57.3285,F
S3786,James,Martin,student2786@university.edu,Male,19,Business,69.57,30.38,88.13,41.07,74.65,79.17,91.36,55.91,8.42,10.7,63.5495,D
S3787,James,Harris,student2787@university.edu,Female,20,Mathematics,54.88,37.39,75.19,75.87,48.43,25.23,18.54,98.43,1.05,10.9,56.165,F
S3788,Ravi,Williams,student2788@university.edu,Female,18,Mathematics,92.58,83.59,32.26,98.14,47.2,98.48,62.05,41.31,8.15,9.8,63.211,D
S3789,David,Williams,student2789@university.edu,Female,24,Mathematics,94.27,75.33,76.33,80.42,94.45,66.46,35.54,43.74,6.04,9.2,72.3035,C
S3790,Noah,Clark,student2790@university.edu,Female,20,Mathematics,57.11,30.24,89.17,96.74,98.74,17.23,12.69,45.92,7.83,7.4,63.1225,D
S3791,James,Martinez,student2791@university.edu,Female,22,Mathematics,62.63,84.96,80.58,82.64,84.77,20.35,91.62,95.49,9.38,7.4,81.241,B
S3792,Ahmed,Thomas,student2792@university.edu,Female,23,Business,50.77,69.2,33.56,48.71,77.03,11.66,48.39,70.79,3.05,4.7,51.339,F
S3793,Aisha,Martin,student2793@university.edu,Female,20,CS,84.4,71.55,44.22,77.75,42.28,80.5,12.23,66.45,1.59,7.1,55.6145,F
S3794,Sofia,Smith,student2794@university.edu,Female,24,Business,72.1,40.56,43.87,40.36,57.74,54.28,80.59,30.89,1.73,4.2,47.4465,F
S3795,Aisha,Wilson,student2795@university.edu,Male,21,Business,87.15,61.51,43.05,51.2,41.69,61.84,36.93,34.85,3.7,13.9,48.669,F
S3796,John,Harris,student2796@university.edu,Male,25,Mathematics,67.55,68.46,68.81,73.22,66.74,65.22,29.02,89.35,7.43,12.8,66.0455,D
S3797,John,Williams,student2797@university.edu,Male,24,Business,71.7,37.64,86.85,86.89,96.55,35.64,35.0,58.62,9.42,10.1,66.3665,D
S3798,Priya,Garcia,student2798@university.edu,Female,24,Engineering,66.54,33.34,48.3,61.18,84.68,17.0,88.02,92.0,3.06,16.1,54.722,F
S3799,Nora,Lewis,student2799@university.edu,Male,23,CS,94.14,91.64,70.53,50.24,65.92,10.75,56.89,74.01,7.65,3.0,68.124,D
S3800,Ali,Robinson,student2800@university.edu,Male,23,Business,57.05,47.23,95.72,80.35,83.5,78.51,40.36,69.51,5.37,19.3,72.363,C
S3801,Nora,Robinson,student2801@university.edu,Male,23,Engineering,76.5,44.36,72.33,99.98,42.56,87.48,27.53,97.95,4.89,17.9,64.0665,D
S3802,Ethan,Taylor,student2802@university.edu,Male,21,Business,50.93,81.63,74.61,67.84,64.11,22.81,71.98,34.56,8.65,3.3,69.444,D
S3803,Omar,Jackson,student2803@university.edu,Male,25,Mathematics,78.93,32.45,54.78,69.1,98.29,78.36,41.35,79.47,0.24,9.3,56.767,F
S3804,John,Thomas,student2804@university.edu,Male,25,CS,73.54,68.66,51.36,46.99,81.51,67.04,77.06,56.09,4.95,12.6,61.635,D
S3805,Ravi,Garcia,student2805@university.edu,Male,24,Engineering,86.84,45.86,80.12,53.11,97.8,95.3,54.01,33.0,6.76,13.1,65.0635,D
S3806,Ahmed,Lewis,student2806@university.edu,Male,23,CS,70.27,52.48,86.4,46.55,96.18,15.66,31.02,43.38,8.93,8.5,61.6945,D
S3807,Ali,Davis,student2807@university.edu,Female,24,Mathematics,82.05,82.4,32.34,61.25,83.26,17.81,19.29,85.47,1.6,6.1,54.9085,F
S3808,Ali,Martin,student2808@university.edu,Male,25,Business,86.44,45.05,47.46,42.72,53.07,16.77,99.58,43.49,0.75,7.5,50.1865,F
